Id,DP,PROPN,X,PUNCT,ADP,ADV,NOUN,DET,NTJ,PRON,ADJ,ROPN,ET,VERB,ERB,NUM,INTJ,AUX,SCONJ,Clase
1,0.8750612633917001,0.0,0.3521825181113625,0.08988967013232961,0.7958800173440752,0.5740312677277188,0.11985289350977281,0.27300127206373764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negativo
2,0.0,0.0,0.0,0.059926446754886405,0.0,0.0,0.029963223377443202,0.0,1.1760912590556813,0.3979400086720376,0.3309932190414244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Negativo
3,0.0,0.0,0.0,0.059926446754886405,0.0,0.0,0.029963223377443202,0.0,0.0,0.0,0.3309932190414244,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Positivo
4,0.0,0.0,0.0,0.059926446754886405,0.0,0.0,0.059926446754886405,0.0,0.0,0.0,0.0,0.0,1.1760912590556813,0.0,0.0,0.0,0.0,0.0,0.0,Negativo
5,0.0,0.0,0.17609125905568124,0.029963223377443202,0.0,0.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.17609125905568124,0.0,0.27300127206373764,0.0,0.0,0.0,0.0,0.0,Positivo
6,0.0,0.0,0.3521825181113625,0.20974256364210242,0.0,0.0,0.14981611688721602,0.5460025441274753,0.0,0.0,0.0,0.17609125905568124,0.0,0.5460025441274753,0.0,0.0,0.0,0.0,0.0,Positivo
7,0.0,0.0,0.17609125905568124,0.11985289350977281,0.0,0.0,0.11985289350977281,0.0,0.0,0.0,0.0,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Positivo
8,0.0,0.0,0.17609125905568124,0.08988967013232961,0.7958800173440752,0.0,0.14981611688721602,0.819003816191213,0.0,0.0,0.0,0.0,0.0,0.819003816191213,1.1760912590556813,0.0,0.0,0.0,0.0,Positivo
9,0.0,0.0,0.3521825181113625,0.23970578701954562,0.0,0.5740312677277188,0.29963223377443204,1.0920050882549506,0.0,0.0,0.3309932190414244,0.17609125905568124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Positivo
10,0.0,0.0,0.0,0.0,0.0,0.0,0.14981611688721602,0.27300127206373764,0.0,0.3979400086720376,0.0,0.17609125905568124,0.0,0.5460025441274753,0.0,1.7501225267834002,0.0,0.0,0.0,Positivo
11,0.0,0.0,0.3521825181113625,0.17977934026465922,0.3979400086720376,0.5740312677277188,0.08988967013232961,0.27300127206373764,0.0,0.3979400086720376,0.3309932190414244,0.17609125905568124,0.0,0.27300127206373764,0.0,1.7501225267834002,0.6989700043360189,0.0,0.0,Positivo
12,0.0,0.0,0.17609125905568124,0.11985289350977281,1.989700043360188,0.0,0.2696690103969888,1.0920050882549506,0.0,0.3979400086720376,0.0,0.17609125905568124,0.0,0.819003816191213,0.0,0.0,2.0969100130080567,0.0,0.0,Positivo
13,0.8750612633917001,0.0,0.0,0.059926446754886405,0.0,0.0,0.059926446754886405,0.0,0.0,0.0,0.3309932190414244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Positivo
14,0.0,0.0,0.5282737771670437,0.059926446754886405,0.7958800173440752,0.0,0.11985289350977281,0.0,0.0,0.3979400086720376,0.3309932190414244,0.17609125905568124,0.0,0.5460025441274753,0.0,0.0,0.0,1.1760912590556813,0.0,Negativo
15,0.0,0.0,0.704365036222725,0.059926446754886405,0.3979400086720376,0.5740312677277188,0.3295954571518752,0.5460025441274753,0.0,0.0,0.3309932190414244,0.17609125905568124,0.0,0.819003816191213,0.0,0.0,1.3979400086720377,0.0,1.1760912590556813,Negativo
